3.77,-0.78,3.06,-1.69,3.77,-0.75,3.06,0.16,3.77,0.31,0.94,-0.9,1.49,-0.27,2.59,-1.73,3.02,2.08,1.65,-2.39,2.43,-1.92,1.92,-1.57,1.22,0.43,0.59,1.26,0.67,-1.65,1.92,-0.75,2.35,-0.04,1.37,0.04,2.2,0.12,1.1,-1.53,1.29,-0.67,-1.14,-0.12,0.04,0.2,1.22,0.59,0.59,-2.47,0.55,-0.9,0.98,-0.51,0.78,0.16,1.22,0.51,0.71,-1.29,1.06,-1.65,0.94,-1.02,1.53,-1.33,1.02,0.43,0.78,-1.45,1.45,-1.14,0.51,-0.55,2.04,0.31,2.16,1.41,6.67,-1.18,8.59,-1.37,9.41,-0.86,9.65,0.9,9.96,0.94,9.3,-0.12,0.67,0.2,1.77,0.08,0,0.59,1.53,0.9,2.67,-0.86,0.35,-0.16,1.41,-0.75,1.61,0.98,1.33,0.63,0.98,-1.41,2.16,-0.86,1.61,-0.9,1.18,0.35,1.41,-1.26,1.41,-1.73,0.82,0.9,1.49,1.8,0.39,0.59,1.18,1.33,2.39,1.22,1.45,0.94,0.82,1.18,1.41,1.57,1.49,1.18,0.78,0.71,1.37,1.37,0.86,0.75,1.18,2.55,1.41,0.78,1.41,2.31,2.04,2,2.63,1.57,1.77,2.35,3.1,2.08,2.2,1.69,2.51,1.57,1.41,1.77,0.78,2.16,1.33,1.29,2.67,1.14,1.69,3.1,1.45,0.86,1.45,2.04,2.98,1.14,1.53,2.31,1.92,2.55,2.31,2.35,2.82,2.79,2,2.04
3.73,-0.9,3.14,-1.65,3.73,-0.86,3.14,0.2,3.73,0.35,0.98,-0.86,1.92,-0.43,2.51,-1.65,2.86,2.12,1.45,-2.08,2.55,-1.77,2.04,-1.02,1.14,0.27,0.67,1.37,0.67,-1.57,2.24,-1.06,2.24,-0.24,1.41,0.12,2.08,0.31,1.1,-1.41,1.26,-0.78,-1.14,-0.35,-0.04,0.2,0.94,0.59,0.43,-2.2,0.82,-0.94,1.02,-0.55,0.75,0.2,0.94,0.43,0.67,-1.02,0.94,-1.84,0.86,-1.26,1.29,-1.77,1.14,0.47,1.1,-1.02,1.69,-1.06,0.55,-0.55,1.69,0.12,2.12,0.86,6.75,-1.37,8.75,-1.33,9.57,-0.78,9.57,0.98,9.92,1.02,9.38,-0.08,0.67,1.49,1.65,0.12,0.75,0.98,1.61,0.86,2.47,-0.9,0.31,-0.27,1.22,-1.26,1.37,0.86,1.37,0.35,1.41,-1.18,2.12,-0.82,1.69,-0.59,1.18,0.31,1.22,-1.41,1.33,-1.73,0.47,0.82,1.37,0.75,0.31,0.47,0.78,1.37,2.28,1.29,1.53,0.75,0.63,1.22,1.37,1.57,1.02,1.1,0.63,0.71,1.22,1.61,0.82,0.71,1.61,2.51,1.57,1.77,0.98,2.04,2.24,1.8,2.28,1.96,1.84,2.31,2.43,2.04,2.31,1.73,2.31,1.45,1.1,1.77,0.82,1.88,1.45,1.33,2.59,1.45,1.18,2.43,1.37,1.22,1.69,2.12,2.12,1.02,1.73,2.31,1.57,2.24,2.24,2.86,2.9,2.71,1.96,1.96
3.8,-0.78,3.1,-1.57,3.8,-0.75,3.1,0.35,3.8,0.04,1.02,-0.82,1.61,-1.06,2.55,-1.53,3.02,2.16,1.26,-2.31,2.12,-1.77,2,-1.02,1.18,0.12,0.59,1.14,0.27,-1.49,2.12,-1.1,2,-0.08,1.37,-0.12,1.92,0.08,1.02,-1.33,0.82,-0.94,-1.1,-0.82,0.12,0.31,1.14,0.63,0.39,-1.96,1.22,-0.9,0.75,-0.55,0.86,0.16,1.22,0.39,0.67,-1.26,0.82,-1.77,0.86,-1.1,1.22,-2.55,1.1,0.55,1.45,-0.86,1.49,-1.18,0.75,-0.71,1.8,0.27,2.2,1.26,5.96,-1.37,8.59,-1.14,9.34,-0.94,9.69,1.14,9.96,1.26,9.22,-0.04,0.98,1.49,1.65,0.39,0.08,1.1,1.69,0.55,1.92,-0.94,0.43,-0.16,1.1,-1.41,1.45,0.78,1.37,0.27,1.41,-1.49,2.28,-0.78,1.45,-0.71,0.75,0.35,1.18,-1.49,1.26,-1.8,0.78,0.75,1.45,0.98,0.31,0.47,0.59,1.41,2.28,1.22,1.37,0.75,0.78,1.18,1.45,1.57,1.53,1.18,0.59,0.63,0.98,1.37,0.55,0.51,1.77,2.75,1.61,0.9,1.29,2.63,2.08,2.35,2.24,1.8,2.43,2.2,2.12,1.96,2.24,1.53,2.63,1.65,0.9,1.8,0.98,2.24,1.22,1.45,2.82,1.26,1.33,2.59,1.1,0.24,1.8,2.08,1.88,1.18,1.84,2.35,1.88,2.43,2.35,2.59,2.98,2.63,2.04,1.92
3.61,-0.86,3.18,-1.49,3.61,-0.78,3.18,0.24,3.61,-0.12,0.94,-0.82,1.8,-0.27,2.47,-1.49,2.86,2.04,1.65,-2.16,2.51,-1.61,1.92,-1.22,1.1,-0.16,0.35,1.22,0.39,-1.57,2,-0.9,1.96,-0.43,1.41,-0.24,2.12,0.12,1.49,-1.45,1.18,-1.06,-1.18,-1.06,0.16,0.04,0.9,0.55,0.43,-1.49,0.94,-0.78,1.06,-0.71,0.55,0.27,1.22,0.35,0.43,-1.37,0.94,-1.49,0.51,-1.18,1.06,-3.41,1.1,0.55,0.55,-0.78,1.49,-0.94,0.63,-0.59,1.8,0.24,2.31,1.06,6.9,-1.33,8.55,-1.06,9.49,-0.9,9.69,0.78,9.96,1.1,9.26,-0.16,0.86,0.12,1.61,-0.43,0.27,0.94,1.69,1.14,2,-0.94,0.47,-0.24,1.29,-0.98,1.61,0.63,1.29,0.98,1.29,-1.53,2.04,-0.78,1.29,-1.14,0.86,0.31,1.1,-1.41,0.9,-1.92,0.59,0.78,1.41,1.1,0.31,0.55,0.63,1.29,2.24,1.22,1.37,0.94,0.78,1.14,1.29,1.57,1.06,1.22,0.63,0.75,0.98,1.22,0.75,0.59,1.45,2.43,1.41,1.29,0.55,2.67,2.2,1.92,2.51,1.73,1.69,2.35,1.65,2.04,2.04,1.53,2.79,1.8,1.37,1.84,0.59,1.84,1.33,1.61,3.22,1.41,1.22,2.59,1.18,0.71,1.65,2.28,2.12,1.1,1.29,2.28,1.57,2.59,2.39,2.79,2.75,2.86,2,1.96
3.65,-0.78,2.98,-1.57,3.65,-0.9,2.98,0.16,3.65,0.08,1.14,-0.86,1.45,-0.82,2.55,-1.49,2.98,2.08,1.37,-2,2.31,-1.53,1.73,-1.49,1.06,-0.94,0.51,1.14,0.55,-1.65,2.24,-0.82,1.77,-0.47,1.33,-0.78,2.04,-0.16,0.55,-1.45,1.37,-1.29,-1.29,-0.9,0.08,-0.04,1.06,0.39,0.67,-1.53,0.82,-0.86,0.9,-0.63,1.06,0.08,1.1,0.16,0.47,-1.02,0.86,-1.53,0.82,-0.94,0.98,-3.84,0.55,1.14,-0.24,-0.9,1.33,-0.55,0.75,-0.71,1.37,0.27,1.92,1.45,6.75,-1.41,8.63,-1.18,9.65,-1.06,9.57,0.59,9.85,1.1,9.26,0.04,0.59,0.31,1.69,-0.67,0.12,1.65,1.65,0.78,1.45,-0.86,0.39,-0.08,1.1,-1.33,1.33,0.59,1.53,0.98,0.75,-1.33,2.2,-0.78,1.41,-1.33,1.14,0.43,1.37,-1.41,1.57,-2.08,0.59,0.67,1.53,0.9,0.39,0.55,1.02,1.26,2.35,1.26,1.33,1.1,0.82,1.26,1.92,1.61,1.22,1.22,0.67,0.78,0.9,1.49,0.51,1.02,1.33,2.47,1.45,1.41,0.94,2.35,1.92,2.16,2.63,1.61,1.88,1.92,2.08,1.88,2.43,1.57,2.59,1.49,1.06,1.77,0.94,1.88,1.49,1.53,2.75,1.26,1.26,2.59,1.22,0.94,1.8,2.24,2,1.18,1.29,2.79,1.45,2.71,2.51,2.35,3.49,2.55,2.12,2
3.61,-0.82,2.86,-1.77,3.61,-0.98,2.86,-0.59,3.61,0.12,0.82,-0.71,1.88,-0.75,2.51,-1.45,3.06,2.2,1.26,-2.35,2,-1.88,1.57,-1.69,1.26,-2.04,0.78,0,-0.04,-1.69,2.08,-1.14,2,-1.22,1.33,-0.86,2.12,-0.43,1.1,-1.37,1.14,-1.22,-1.22,-1.06,0.12,-0.16,0.94,0.2,-0.16,-1.26,0.98,-1.1,0.98,-0.67,0.39,-0.35,1.26,-0.24,0.27,-1.06,0.94,-1.57,0.55,-1.18,0.82,-3.8,0.43,0.75,0.94,-0.59,1.65,-0.71,0.35,-0.51,1.26,0.12,2.24,0.86,6.63,-1.26,8.67,-1.37,9.53,-1.1,9.65,1.22,9.89,1.1,9.38,-0.04,1.73,0.55,1.61,-1.37,0.2,1.02,1.73,0.27,1.65,-1.02,0.47,-0.27,1.22,-1.33,1.29,0.43,1.14,0.9,0.78,-1.57,2.12,-0.78,2.28,-1.33,0.35,0.43,1.57,-1.49,1.06,-2.12,0.2,0.67,1.53,0.75,0.31,0.51,0.94,1.29,2.35,1.22,1.53,0.86,0.94,1.26,1.26,1.65,1.37,1.18,0.67,0.78,1.14,1.65,1.22,0.47,1.57,2.55,1.49,1.06,0.67,2.55,2.31,1.8,2.59,1.88,2.24,2.43,1.53,2,2.35,1.45,2.47,1.77,0.71,1.84,0.82,2.16,1.29,1.65,2.94,1.45,1.06,2.35,1.14,0.67,1.69,2.28,1.92,1.14,1.69,2.79,1.37,2.24,2.39,2.71,3.53,2.79,2.31,2
3.57,-0.78,2.63,-1.53,3.57,-0.59,2.63,-0.94,3.57,-0.35,0.98,-0.47,1.65,-0.04,2.59,-1.29,2.43,2.28,1.37,-2.82,1.29,-2.55,1.37,-1.37,1.06,-2.79,0.39,-0.86,0.71,-1.69,1.88,-1.06,1.92,-1.49,1.26,-1.02,2,-0.71,1.06,-1.53,1.22,-1.53,-1.22,-0.94,0.04,-0.82,0.94,0.55,0.82,-1.26,0.75,-1.1,1.26,-0.63,0.59,-0.39,1.1,-0.71,0.78,-1.06,0.94,-1.45,0.55,-1.06,0.98,-4.39,0.04,-0.75,0.2,-0.04,1.69,-0.75,0.94,-1.26,0.75,-0.2,2.08,0.75,6.75,-1.45,8.55,-1.18,9.81,-1.1,9.73,0.51,9.92,0.94,9.34,-0.24,1.61,0.82,1.61,-1.41,0.2,1.14,1.73,0.24,1.49,-0.82,0.55,-0.55,0.94,-1.29,1.49,0.08,0.94,0.98,0.82,-1.8,2.2,-1.65,2.63,-1.57,0.86,0.63,0.82,-1.57,1.45,-2.12,0.51,0.71,1.57,1.33,0.39,0.47,0.98,1.41,2.47,0.9,1.37,0.94,0.82,1.41,0.94,1.73,1.37,1.37,0.47,0.86,1.06,1.61,0.43,0.75,1.65,2,1.53,1.1,1.26,2.2,2.2,1.8,2.2,1.49,2.55,1.88,1.77,1.69,2.28,1.53,2.51,1.73,0.78,1.73,0.98,2.71,1.49,1.57,2.82,1.61,1.02,2.67,1.37,0.86,1.8,2.16,2,1.29,1.61,3.06,2.04,2.67,2.24,2.63,3.53,3.02,2.67,2
3.57,-0.86,2.59,-1.33,3.57,-0.47,2.59,-0.59,3.57,-0.04,0.98,-0.82,1.41,-0.47,2.63,-1.45,2.04,2.12,1.22,-3.49,0.47,-3.18,0.94,-1.77,1.14,-3.96,0.55,-2.24,0.98,-1.92,1.65,-1.1,2.08,-1.69,1.45,-0.94,2.28,-1.73,1.26,-1.65,1.14,-1.45,-1.14,-0.94,0.04,-0.63,0.94,0.39,0.59,-1.22,0.94,-1.06,0.9,-0.75,0.94,-1.18,1.14,-0.94,0.78,-0.75,0.94,-1.02,0.71,-0.82,0.67,-4.59,-0.35,-1.53,0.51,-1.06,1.84,-0.55,0.78,-1.14,0.51,-1.53,2.75,-0.08,6.67,-1.53,8.59,-0.82,9.26,-0.94,9.85,0.47,9.92,1.26,9.26,-0.35,1.18,0.67,1.33,-1.69,0.2,0.94,1.73,0,1.61,-0.82,0.9,-0.43,0.75,-1.1,1.41,0.31,1.06,0.82,0.67,-1.65,2.47,-1.18,3.02,-1.14,0.39,1.02,0.47,-1.88,1.06,-2.16,0.51,0.82,1.29,1.29,0.47,0.47,0.75,1.29,2.24,0.51,1.45,0.47,0.78,1.65,1.41,1.61,1.41,0.9,0.43,0.94,1.02,1.65,0.98,1.18,2.2,2.31,1.14,1.26,0.98,2.51,2.08,1.69,2.39,1.45,1.92,1.84,1.92,2.51,2.51,1.69,2.39,1.06,0.78,1.8,1.1,2,1.33,1.65,2.98,1.73,1.53,2.39,1.33,1.77,1.92,2,2,1.22,2.43,2.71,1.84,2.51,2.39,2.71,2.59,2.71,2.67,2.51
3.57,-0.9,3.1,-1.77,3.57,-0.63,3.1,-0.47,3.57,-0.24,0.82,-0.75,1.53,-0.08,2.43,-2.04,1.77,1.53,1.29,-3.88,0.51,-3.49,0.16,-1.37,1.1,-4.24,0.27,-3.06,1.84,-2.2,2.31,-1.26,2.2,-1.92,1.57,-0.9,2.71,-1.18,0.71,-1.45,1.02,-1.33,-1.14,-0.94,0.04,-1.37,0.75,-0.71,0.12,-0.98,1.41,-1.14,1.06,-0.55,0.98,-0.9,1.18,-0.98,0.75,-0.67,0.94,-1.49,1.1,-1.37,0.24,-4.71,-0.47,-2.9,0.31,-1.73,0.71,-0.78,1.18,-0.86,0.47,-1.96,2.31,-1.1,6.63,-1.18,8.39,-1.06,9.38,-1.18,9.53,0.9,9.92,1.18,9.34,-0.55,0.98,0.55,1.8,-1.61,0.2,1.29,2.12,-3.92,1.88,-1.06,0.55,-0.59,0.59,-0.86,1.57,0,0.78,0.59,0.67,-1.88,2.39,-1.14,1.88,-0.98,1.57,0.31,0.86,-2.04,0.59,-2.08,0.51,0.63,1.53,1.18,0.16,0.39,0.82,1.49,2,0.39,1.49,0.78,0.86,1.73,1.33,1.8,1.45,1.37,0.55,0.86,0.9,1.61,0.39,1.14,1.8,2.51,1.33,1.8,0.55,2.75,2.16,1.84,2.12,1.45,1.69,1.73,1.33,1.88,2.67,1.61,2.82,1.65,1.02,1.77,1.22,2.04,1.73,1.57,2.94,1.84,1.69,2.43,1.41,0.82,1.45,2.2,1.8,1.61,1.53,2.59,1.96,2.08,2.24,1.26,2.79,3.33,2.55,2.2
3.26,-0.47,3.02,-1.73,3.26,0.2,3.02,-0.43,3.26,-0.31,1.1,-0.98,1.18,0.08,1.92,-2.04,1.61,1.49,1.22,-4.2,-0.08,-4.04,0.16,-1.8,1.1,-4.39,-0.59,-3.92,0.78,-2.94,1.65,-1.49,2.08,-1.88,1.84,-1.18,2.43,-1.53,0.43,-1.73,0.94,-1.22,-1.29,-0.94,0.12,-1.29,0.75,0.2,0.04,-1.06,1.06,-0.75,0.31,-0.78,1.29,-1.06,1.06,-0.9,1.53,-1.33,1.06,-1.57,1.02,-1.33,0.82,-4.67,-0.39,-3.14,0.55,-2.31,-0.47,-1.53,0.67,-1.77,0.08,-2.31,2.16,-2.59,6.28,-0.94,8.32,-1.1,9.41,-1.88,9.49,1.14,9.89,1.1,9.38,-0.63,0.39,0.59,2.16,-1.45,0.27,0.39,2,-6.12,1.41,-1.18,0.9,-0.47,0.39,-0.63,1.49,0,0.47,0.78,0.71,-1.73,2.08,-0.9,1.77,-1.06,1.22,-0.08,0.47,-2.04,1.18,-2.35,0.86,0.71,1.29,0.27,0.31,0.39,0.9,0.82,3.53,0.43,1.33,0.35,0.55,1.14,1.29,1.65,1.45,1.14,0.67,0.59,1.41,0.94,-0.16,0.86,1.45,2.28,1.14,1.84,0.94,2.82,2.04,1.92,2.31,2.12,1.69,1.65,1.57,2,2.39,1.8,2.63,1.37,1.26,1.53,1.1,1.88,1.33,1.29,3.49,2.16,1.77,2.2,1.61,1.61,1.8,2.55,2,1.8,3.45,2.51,2.04,2.16,2.08,0.78,2.75,2.55,2.51,2.35
